current,action,reward,next
"{'next_next_pipe_top_y': 80, 'player_vel': 1.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 243.0, 'next_next_pipe_dist_to_player': 387.0, 'player_y': 239.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 2.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 239.0, 'next_next_pipe_dist_to_player': 383.0, 'player_y': 241.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 2.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 239.0, 'next_next_pipe_dist_to_player': 383.0, 'player_y': 241.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 3.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 235.0, 'next_next_pipe_dist_to_player': 379.0, 'player_y': 244.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 3.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 235.0, 'next_next_pipe_dist_to_player': 379.0, 'player_y': 244.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 4.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 231.0, 'next_next_pipe_dist_to_player': 375.0, 'player_y': 248.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 4.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 231.0, 'next_next_pipe_dist_to_player': 375.0, 'player_y': 248.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 227.0, 'next_next_pipe_dist_to_player': 371.0, 'player_y': 240.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 227.0, 'next_next_pipe_dist_to_player': 371.0, 'player_y': 240.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 223.0, 'next_next_pipe_dist_to_player': 367.0, 'player_y': 232.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 223.0, 'next_next_pipe_dist_to_player': 367.0, 'player_y': 232.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -7.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 219.0, 'next_next_pipe_dist_to_player': 363.0, 'player_y': 225.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -7.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 219.0, 'next_next_pipe_dist_to_player': 363.0, 'player_y': 225.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 215.0, 'next_next_pipe_dist_to_player': 359.0, 'player_y': 217.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 215.0, 'next_next_pipe_dist_to_player': 359.0, 'player_y': 217.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 211.0, 'next_next_pipe_dist_to_player': 355.0, 'player_y': 217.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 211.0, 'next_next_pipe_dist_to_player': 355.0, 'player_y': 217.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 207.0, 'next_next_pipe_dist_to_player': 351.0, 'player_y': 209.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 207.0, 'next_next_pipe_dist_to_player': 351.0, 'player_y': 209.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 203.0, 'next_next_pipe_dist_to_player': 347.0, 'player_y': 201.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 203.0, 'next_next_pipe_dist_to_player': 347.0, 'player_y': 201.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -7.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 199.0, 'next_next_pipe_dist_to_player': 343.0, 'player_y': 194.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -7.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 199.0, 'next_next_pipe_dist_to_player': 343.0, 'player_y': 194.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 195.0, 'next_next_pipe_dist_to_player': 339.0, 'player_y': 186.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 195.0, 'next_next_pipe_dist_to_player': 339.0, 'player_y': 186.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 191.0, 'next_next_pipe_dist_to_player': 335.0, 'player_y': 186.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 191.0, 'next_next_pipe_dist_to_player': 335.0, 'player_y': 186.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 187.0, 'next_next_pipe_dist_to_player': 331.0, 'player_y': 178.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 187.0, 'next_next_pipe_dist_to_player': 331.0, 'player_y': 178.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 183.0, 'next_next_pipe_dist_to_player': 327.0, 'player_y': 170.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 183.0, 'next_next_pipe_dist_to_player': 327.0, 'player_y': 170.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 179.0, 'next_next_pipe_dist_to_player': 323.0, 'player_y': 162.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 179.0, 'next_next_pipe_dist_to_player': 323.0, 'player_y': 162.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 175.0, 'next_next_pipe_dist_to_player': 319.0, 'player_y': 154.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 175.0, 'next_next_pipe_dist_to_player': 319.0, 'player_y': 154.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -7.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 171.0, 'next_next_pipe_dist_to_player': 315.0, 'player_y': 147.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -7.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 171.0, 'next_next_pipe_dist_to_player': 315.0, 'player_y': 147.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -6.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 167.0, 'next_next_pipe_dist_to_player': 311.0, 'player_y': 141.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -6.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 167.0, 'next_next_pipe_dist_to_player': 311.0, 'player_y': 141.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 163.0, 'next_next_pipe_dist_to_player': 307.0, 'player_y': 133.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 163.0, 'next_next_pipe_dist_to_player': 307.0, 'player_y': 133.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 159.0, 'next_next_pipe_dist_to_player': 303.0, 'player_y': 133.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 159.0, 'next_next_pipe_dist_to_player': 303.0, 'player_y': 133.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 1.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 155.0, 'next_next_pipe_dist_to_player': 299.0, 'player_y': 134.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 1.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 155.0, 'next_next_pipe_dist_to_player': 299.0, 'player_y': 134.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 151.0, 'next_next_pipe_dist_to_player': 295.0, 'player_y': 126.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 151.0, 'next_next_pipe_dist_to_player': 295.0, 'player_y': 126.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 147.0, 'next_next_pipe_dist_to_player': 291.0, 'player_y': 118.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 147.0, 'next_next_pipe_dist_to_player': 291.0, 'player_y': 118.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -7.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 143.0, 'next_next_pipe_dist_to_player': 287.0, 'player_y': 111.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -7.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 143.0, 'next_next_pipe_dist_to_player': 287.0, 'player_y': 111.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 139.0, 'next_next_pipe_dist_to_player': 283.0, 'player_y': 103.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 139.0, 'next_next_pipe_dist_to_player': 283.0, 'player_y': 103.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 135.0, 'next_next_pipe_dist_to_player': 279.0, 'player_y': 95.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 135.0, 'next_next_pipe_dist_to_player': 279.0, 'player_y': 95.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -7.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 131.0, 'next_next_pipe_dist_to_player': 275.0, 'player_y': 88.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -7.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 131.0, 'next_next_pipe_dist_to_player': 275.0, 'player_y': 88.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 127.0, 'next_next_pipe_dist_to_player': 271.0, 'player_y': 80.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 127.0, 'next_next_pipe_dist_to_player': 271.0, 'player_y': 80.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 123.0, 'next_next_pipe_dist_to_player': 267.0, 'player_y': 80.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 123.0, 'next_next_pipe_dist_to_player': 267.0, 'player_y': 80.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 1.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 119.0, 'next_next_pipe_dist_to_player': 263.0, 'player_y': 81.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 1.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 119.0, 'next_next_pipe_dist_to_player': 263.0, 'player_y': 81.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 2.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 115.0, 'next_next_pipe_dist_to_player': 259.0, 'player_y': 83.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 2.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 115.0, 'next_next_pipe_dist_to_player': 259.0, 'player_y': 83.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 111.0, 'next_next_pipe_dist_to_player': 255.0, 'player_y': 75.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 111.0, 'next_next_pipe_dist_to_player': 255.0, 'player_y': 75.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 107.0, 'next_next_pipe_dist_to_player': 251.0, 'player_y': 67.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 107.0, 'next_next_pipe_dist_to_player': 251.0, 'player_y': 67.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 103.0, 'next_next_pipe_dist_to_player': 247.0, 'player_y': 59.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 103.0, 'next_next_pipe_dist_to_player': 247.0, 'player_y': 59.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 99.0, 'next_next_pipe_dist_to_player': 243.0, 'player_y': 59.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 99.0, 'next_next_pipe_dist_to_player': 243.0, 'player_y': 59.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 95.0, 'next_next_pipe_dist_to_player': 239.0, 'player_y': 51.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 95.0, 'next_next_pipe_dist_to_player': 239.0, 'player_y': 51.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 91.0, 'next_next_pipe_dist_to_player': 235.0, 'player_y': 43.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 91.0, 'next_next_pipe_dist_to_player': 235.0, 'player_y': 43.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 87.0, 'next_next_pipe_dist_to_player': 231.0, 'player_y': 35.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 87.0, 'next_next_pipe_dist_to_player': 231.0, 'player_y': 35.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 83.0, 'next_next_pipe_dist_to_player': 227.0, 'player_y': 27.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 83.0, 'next_next_pipe_dist_to_player': 227.0, 'player_y': 27.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 79.0, 'next_next_pipe_dist_to_player': 223.0, 'player_y': 19.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 79.0, 'next_next_pipe_dist_to_player': 223.0, 'player_y': 19.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 75.0, 'next_next_pipe_dist_to_player': 219.0, 'player_y': 19.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 75.0, 'next_next_pipe_dist_to_player': 219.0, 'player_y': 19.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 1.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 71.0, 'next_next_pipe_dist_to_player': 215.0, 'player_y': 20.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 1.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 71.0, 'next_next_pipe_dist_to_player': 215.0, 'player_y': 20.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': 2.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 67.0, 'next_next_pipe_dist_to_player': 211.0, 'player_y': 22.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': 2.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 67.0, 'next_next_pipe_dist_to_player': 211.0, 'player_y': 22.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 63.0, 'next_next_pipe_dist_to_player': 207.0, 'player_y': 14.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 63.0, 'next_next_pipe_dist_to_player': 207.0, 'player_y': 14.0}",,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 59.0, 'next_next_pipe_dist_to_player': 203.0, 'player_y': 6.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 59.0, 'next_next_pipe_dist_to_player': 203.0, 'player_y': 6.0}",119,0.0,"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 55.0, 'next_next_pipe_dist_to_player': 199.0, 'player_y': -2.0}"
"{'next_next_pipe_top_y': 80, 'player_vel': -8.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 55.0, 'next_next_pipe_dist_to_player': 199.0, 'player_y': -2.0}",119,-5.0,"{'next_next_pipe_top_y': 80, 'player_vel': 0.0, 'next_pipe_bottom_y': 185, 'next_pipe_top_y': 85, 'next_next_pipe_bottom_y': 180, 'next_pipe_dist_to_player': 51.0, 'next_next_pipe_dist_to_player': 195.0, 'player_y': -2.0}"
